time,num1,num2,result,answer,date,correct
2.282482899999877,18,3,21,21,Apr-11-2020,1
1.4246428999999807,12,12,24,24,Apr-11-2020,1
1.46894199999997,9,9,18,18,Apr-11-2020,1
1.429922999999917,16,1,17,17,Apr-11-2020,1
1.3873340000000098,18,1,19,19,Apr-11-2020,1
1.5391901000000416,4,15,19,19,Apr-11-2020,1
1.6739845999998124,13,4,17,17,Apr-11-2020,1
1.2597714999999425,0,16,16,16,Apr-11-2020,1
2.1783591000000797,17,7,24,24,Apr-11-2020,1
5.899934300000041,19,17,36,36,Apr-11-2020,1
1.8187986999998884,2,17,19,19,Apr-11-2020,1
3.7195683999998437,13,15,28,28,Apr-11-2020,1
1.5111696000001302,0,10,10,10,Apr-11-2020,1
1.6694637999999031,17,7,24,24,Apr-11-2020,1
2.302105200000142,12,5,17,18,Apr-11-2020,0
6.8980488999998215,8,12,20,20,Apr-11-2020,1
1.7117462999999589,1,19,20,20,Apr-11-2020,1
3.5065916999999445,13,14,27,27,Apr-11-2020,1
3.1604314999999588,17,13,30,30,Apr-11-2020,1
1.467117000000144,0,13,13,13,Apr-11-2020,1
1.440722600000072,13,13,26,26,Apr-11-2020,1
5.809003999999959,7,16,23,23,Apr-11-2020,1
2.828782399999909,16,12,28,28,Apr-11-2020,1
2.367705800000067,19,11,30,30,Apr-11-2020,1
1.972465800000009,1,19,20,20,Apr-11-2020,1
1.6954972999999427,17,1,18,18,Apr-11-2020,1
4.301245600000129,4,13,17,17,Apr-11-2020,1
1.8332754000000477,6,12,18,18,Apr-11-2020,1
2.6353484000001117,8,9,17,17,Apr-11-2020,1
2.9369431000000077,3,19,22,22,Apr-11-2020,1
2.737779600000067,19,5,24,24,Apr-11-2020,1
2.6538106999998945,11,3,14,14,Apr-11-2020,1
1.4309912999999597,1,15,16,16,Apr-11-2020,1
1.1508248000000094,0,6,6,6,Apr-11-2020,1
1.2881301000002168,1,16,17,17,Apr-11-2020,1
1.2457091999999648,1,16,17,17,Apr-11-2020,1
2.5292384000001675,5,8,13,13,Apr-11-2020,1
8.234594699999889,19,13,32,32,Apr-11-2020,1
3.3730465999999524,16,5,21,21,Apr-11-2020,1
3.1134832000000188,10,18,28,28,Apr-11-2020,1
1.309456100000034,1,4,5,5,Apr-11-2020,1
2.3362425999998777,6,18,24,24,Apr-11-2020,1
1.89296719999993,3,14,17,17,Apr-11-2020,1
2.700914399999874,10,17,27,27,Apr-11-2020,1
1.5425422000000708,17,1,18,18,Apr-11-2020,1
1.5194830000000366,10,6,16,16,Apr-11-2020,1
1.7279344999999466,5,2,7,7,Apr-11-2020,1
3.25561689999995,16,7,23,23,Apr-11-2020,1
1.5078282000001764,13,0,13,13,Apr-11-2020,1
1.7512378999999783,14,15,29,29,Apr-11-2020,1
2.4356860999998844,9,7,16,16,Apr-11-2020,1
8.235108899999886,17,18,35,35,Apr-11-2020,1
1.5172459000000345,6,4,10,10,Apr-11-2020,1
0.9845106000000214,2,0,2,2,Apr-11-2020,1
1.8630410000000666,3,12,15,15,Apr-11-2020,1
2.6751844000000347,18,4,22,22,Apr-11-2020,1
1.7478971000000456,6,15,21,21,Apr-11-2020,1
2.000182900000027,3,17,20,20,Apr-11-2020,1
1.2447768999998061,13,0,13,13,Apr-11-2020,1
1.556771499999968,7,13,20,20,Apr-11-2020,1
1.844713899999988,2,16,18,18,Apr-11-2020,1
2.072718699999996,3,19,22,22,Apr-11-2020,1
1.2391405999999279,4,10,14,14,Apr-11-2020,1
1.7563282000000981,14,2,16,16,Apr-11-2020,1
1.0728683999998339,0,9,9,9,Apr-11-2020,1
2.453637800000024,16,12,28,28,Apr-11-2020,1
1.4617063000000599,15,15,30,30,Apr-11-2020,1
2.3332843000000594,11,10,21,21,Apr-11-2020,1
1.2007042000000183,14,1,15,15,Apr-11-2020,1
1.1696075999998357,1,14,15,15,Apr-11-2020,1
1.248689000000013,3,4,7,7,Apr-11-2020,1
5.269588499999827,12,19,31,31,Apr-11-2020,1
1.6111137000000326,6,8,14,14,Apr-11-2020,1
2.001113400000122,1,11,12,12,Apr-11-2020,1
2.6261312999999973,4,11,15,15,Apr-11-2020,1
3.114540199999965,15,8,23,23,Apr-11-2020,1
4.021951700000045,16,16,32,32,Apr-11-2020,1
2.112638699999934,17,13,30,30,Apr-11-2020,1
3.7322670999999445,10,17,27,27,Apr-11-2020,1
1.6983046000000286,17,3,20,20,Apr-11-2020,1
1.6079669999999169,15,4,19,19,Apr-11-2020,1
1.3325423999999657,15,0,15,15,Apr-11-2020,1
4.595955999999887,17,14,31,31,Apr-11-2020,1
1.7428615000001173,1,14,15,15,Apr-11-2020,1
1.8618168999998943,19,7,26,26,Apr-11-2020,1
2.450819600000159,11,15,26,26,Apr-11-2020,1
1.870536599999923,5,10,15,15,Apr-11-2020,1
1.4400464999998803,2,15,17,17,Apr-11-2020,1
2.4869956,4,7,11,11,Apr-11-2020,1
1.9882718999999724,14,3,17,17,Apr-11-2020,1
2.3714263000001665,7,11,18,18,Apr-11-2020,1
2.224717900000087,13,9,22,22,Apr-11-2020,1
1.2778178999999454,5,3,8,8,Apr-11-2020,1
1.4115908000001127,1,19,20,20,Apr-11-2020,1
