time,num1,num2,result,answer,date,correct,score,problem_type,text_or_aloud
2.4313629000000034,20,6,14,14,Dec-31-2021,True,94.08847444850358,subtraction,text
2.1696926000000047,13,5,8,8,Dec-31-2021,True,95.29243402150522,subtraction,text
5.289711700000005,18,13,5,5,Dec-31-2021,True,72.01895013088306,subtraction,text
4.094088400000004,15,10,5,5,Dec-31-2021,True,83.2384401729854,subtraction,text
2.277534100000004,11,6,5,5,Dec-31-2021,True,94.81283842333717,subtraction,text
1.7266314000000023,20,13,7,7,Dec-31-2021,True,97.01874400853403,subtraction,text
3.2125747999999987,30,8,22,22,Dec-31-2021,True,89.67936315440497,subtraction,text
1.5072629999999947,10,10,0,0,Dec-31-2021,True,97.72815824883102,subtraction,text
3.432189699999995,19,5,14,14,Dec-31-2021,True,88.22007386321394,subtraction,text
1.5038239999999945,10,10,0,0,Dec-31-2021,True,97.73851337702402,subtraction,text
1.540396599999994,12,6,6,6,Dec-31-2021,True,97.62717831470846,subtraction,text
1.3434586000000053,22,22,0,0,Dec-31-2021,True,98.19511899008603,subtraction,text
2.554383400000006,25,6,19,19,Dec-31-2021,True,93.47512544580441,subtraction,text
3.4704557999999963,20,9,11,11,Dec-31-2021,True,87.95593654024638,subtraction,text
1.9465867000000117,25,22,3,3,Dec-31-2021,True,96.21080021938306,subtraction,text
2.2307574000000017,30,15,15,15,Dec-31-2021,True,95.02372142234523,subtraction,text
2.2317964000000075,12,7,5,5,Dec-31-2021,True,95.019084828947,subtraction,text
1.4255628000000087,5,5,0,0,Dec-31-2021,True,97.96777070325614,subtraction,text
1.2387192000000056,9,9,0,0,Dec-31-2021,True,98.46557474355134,subtraction,text
1.746767300000002,16,10,6,6,Dec-31-2021,True,96.9488039996507,subtraction,text
2.080836899999994,14,9,5,5,Dec-31-2021,True,95.67011779559842,subtraction,text
2.5163854000000043,26,14,12,12,Dec-31-2021,True,93.66780451866681,subtraction,text
1.3549228000000113,17,17,0,0,Dec-31-2021,True,98.16418420604013,subtraction,text
1.2617505999999992,6,6,0,0,Dec-31-2021,True,98.40798542339964,subtraction,text
1.025785600000006,10,10,0,0,Dec-31-2021,True,98.94776390283263,subtraction,text
0.9477438999999919,9,9,0,0,Dec-31-2021,True,99.1017815000128,subtraction,text
4.38574229999999,29,11,18,18,Dec-31-2021,True,80.7652644779908,subtraction,text
1.696938199999991,10,7,3,3,Dec-31-2021,True,97.12040074538079,subtraction,text
1.3885114999999928,25,20,5,5,Dec-31-2021,True,98.07203581436777,subtraction,text
1.6634700999999978,12,7,5,5,Dec-31-2021,True,97.232867226406,subtraction,text
2.928207999999998,15,8,7,7,Dec-31-2021,True,91.42559790873601,subtraction,text
3.6480354999999918,25,9,16,16,Dec-31-2021,True,86.69183699073982,subtraction,text
1.4967553999999978,6,5,1,1,Dec-31-2021,True,97.75972327257085,subtraction,text
1.1691562000000033,5,5,0,0,Dec-31-2021,True,98.63307378000155,subtraction,text
2.5917460999999946,24,11,13,13,Dec-31-2021,True,93.28285215313481,subtraction,text
2.3924626000000018,29,23,6,6,Dec-31-2021,True,94.27612270760123,subtraction,text
1.3227421999999933,12,12,0,0,Dec-31-2021,True,98.25035307233918,subtraction,text
5.821771200000001,25,9,16,16,Dec-31-2021,True,66.10698009485056,subtraction,text
1.98378120000001,20,11,9,9,Dec-31-2021,True,96.06461215052651,subtraction,text
1.6910645000000102,27,17,10,10,Dec-31-2021,True,97.14030085683972,subtraction,text
2.1225278999999944,17,9,8,8,Dec-31-2021,True,95.49487531372161,subtraction,text
2.3826138000000014,23,14,9,9,Dec-31-2021,True,94.32315148004955,subtraction,text
2.9790915000000098,23,21,2,2,Dec-31-2021,True,91.1250138346277,subtraction,text
1.0872814000000233,8,8,0,0,Dec-31-2021,True,98.81781915721399,subtraction,text
1.6089925999999934,29,20,9,9,Dec-31-2021,True,97.41114281314526,subtraction,text
1.1362881000000016,5,5,0,0,Dec-31-2021,True,98.70884935379839,subtraction,text
3.444505599999985,30,7,23,23,Dec-31-2021,True,88.13538117156874,subtraction,text
1.3812694000000079,16,16,0,0,Dec-31-2021,True,98.09209484462362,subtraction,text
1.8233740000000012,14,13,1,1,Dec-31-2021,True,96.675307256124,subtraction,text
2.090132400000016,13,13,0,0,Dec-31-2021,True,95.63134655047017,subtraction,text
