time,num1,num2,result,answer,date,correct,score,problem_type
2.2824828999998767,18,3,21,21,Apr-11-2020,1,94.79027181120816,addition
1.4246428999999807,12,12,24,24,Apr-11-2020,1,97.97039260747964,addition
1.46894199999997,9,9,18,18,Apr-11-2020,1,97.8422094006361,addition
1.4299229999999168,16,1,17,17,Apr-11-2020,1,97.95532021407124,addition
1.3873340000000098,18,1,19,19,Apr-11-2020,1,98.07530437244397,addition
1.5391901000000416,4,15,19,19,Apr-11-2020,1,97.63089383606186,addition
1.6739845999998124,13,4,17,17,Apr-11-2020,1,97.19777555896347,addition
1.2597714999999423,0,16,16,16,Apr-11-2020,1,98.4129757677879,addition
2.17835910000008,17,7,24,24,Apr-11-2020,1,95.25475163144684,addition
5.899934300000041,19,17,36,36,Apr-11-2020,1,65.19077525568304,addition
1.8187986999998884,2,17,19,19,Apr-11-2020,1,96.69197128887872,addition
3.7195683999998437,13,15,28,28,Apr-11-2020,1,86.1648109177226,addition
1.5111696000001302,0,10,10,10,Apr-11-2020,1,97.71636644003544,addition
1.6694637999999031,17,7,24,24,Apr-11-2020,1,97.21289062048989,addition
2.3021052000001423,12,5,17,18,Apr-11-2020,0,78.80124659252922,addition
6.8980488999998215,8,12,20,20,Apr-11-2020,1,52.41692137321125,addition
1.7117462999999589,1,19,20,20,Apr-11-2020,1,97.06992460443645,addition
3.5065916999999445,13,14,27,27,Apr-11-2020,1,87.7038146494915,addition
3.1604314999999588,17,13,30,30,Apr-11-2020,1,90.01167273380801,addition
1.467117000000144,0,13,13,13,Apr-11-2020,1,97.84756770831058,addition
1.440722600000072,13,13,26,26,Apr-11-2020,1,97.92431838984903,addition
5.80900399999996,7,16,23,23,Apr-11-2020,1,66.25547252798447,addition
2.8287823999999087,16,12,28,28,Apr-11-2020,1,91.99799013345076,addition
2.3677058000000666,19,11,30,30,Apr-11-2020,1,94.39396924464604,addition
1.972465800000009,1,19,20,20,Apr-11-2020,1,96.10937866783033,addition
1.6954972999999427,17,1,18,18,Apr-11-2020,1,97.1252889056929,addition
4.3012456000001285,4,13,17,17,Apr-11-2020,1,81.49928628847954,addition
1.833275400000048,6,12,18,18,Apr-11-2020,1,96.63910130775466,addition
2.6353484000001117,8,9,17,17,Apr-11-2020,1,93.05493881061685,addition
2.936943100000008,3,19,22,22,Apr-11-2020,1,91.37436522736235,addition
2.7377796000000667,19,5,24,24,Apr-11-2020,1,92.50456286182347,addition
